dataset,model,seed,event_id,available_future_steps,horizon_steps,horizon_seconds,mae_acc,rmse_acc,mae_spacing,rmse_spacing,mae_speed,collision,collision_step,unsafe_event,unsafe_frames,unsafe_frame_rate,unsafe_thw_threshold_seconds,thw_moving_frames,minimum_predicted_thw,negative_speed_attempts,negative_speed_attempt_rate,overspeed_attempts,overspeed_attempt_rate,numerical_failure,minimum_predicted_spacing,evaluation_gpu_local,evaluation_gpu_physical
NGSIM,Transformer,137,0,590,590,59.0,0.5875192880630493,0.7761529088020325,5.129397392272949,6.227366924285889,0.8317580223083496,0,-1,0,0,0.0,2.0,590,2.1779403686523438,0,0.0,0,0.0,0,11.535760879516602,0,5
NGSIM,Transformer,137,1,415,415,41.5,0.4126893877983093,0.5594193935394287,6.959310054779053,7.9146037101745605,0.8232703804969788,0,-1,1,11,0.02650602409638554,2.0,415,1.92578125,0,0.0,0,0.0,0,8.067866325378418,0,5
NGSIM,Transformer,137,2,458,458,45.800000000000004,0.44142282009124756,0.5894282460212708,6.709247589111328,7.060937881469727,0.3814490735530853,0,-1,1,458,1.0,2.0,458,1.4982975721359253,0,0.0,0,0.0,0,9.83764362335205,2,7
NGSIM,Transformer,137,3,507,507,50.7,0.526567816734314,0.7201650738716125,6.998393535614014,7.660752296447754,0.6199429035186768,0,-1,1,28,0.055226824457593686,2.0,507,1.930160403251648,0,0.0,0,0.0,0,12.700087547302246,2,7
NGSIM,Transformer,137,4,136,136,13.600000000000001,0.8831353783607483,1.087127685546875,5.7970499992370605,8.37990665435791,1.4742025136947632,0,-1,0,0,0.0,2.0,136,4.136035442352295,0,0.0,0,0.0,0,80.54124450683594,1,6
NGSIM,Transformer,137,5,436,436,43.6,0.6460239291191101,0.8301412463188171,2.4663095474243164,3.043285846710205,0.5750834345817566,0,-1,0,0,0.0,2.0,436,2.0778491497039795,0,0.0,0,0.0,0,8.81367015838623,2,7
NGSIM,Transformer,137,6,443,443,44.300000000000004,0.5160283446311951,0.6747898459434509,5.458386421203613,6.495876789093018,0.7737549543380737,0,-1,1,40,0.09029345372460497,2.0,443,1.8000729084014893,0,0.0,0,0.0,0,6.789003372192383,1,6
NGSIM,Transformer,137,7,392,392,39.2,0.4373897314071655,0.5970627665519714,6.6823930740356445,7.887102127075195,0.6930053234100342,0,-1,1,265,0.6760204081632653,2.0,392,1.439207911491394,0,0.0,0,0.0,0,5.962878704071045,0,5
NGSIM,Transformer,137,8,516,516,51.6,0.4813019335269928,0.6500867009162903,2.9859437942504883,4.112051963806152,0.5868263244628906,0,-1,0,0,0.0,2.0,516,2.871687412261963,0,0.0,0,0.0,0,13.865522384643555,2,7
NGSIM,Transformer,137,9,481,481,48.1,0.4407573640346527,0.573522686958313,4.607049942016602,5.5264482498168945,0.46844059228897095,0,-1,1,97,0.20166320166320167,2.0,481,1.805799126625061,0,0.0,0,0.0,0,13.111342430114746,2,7
NGSIM,Transformer,137,10,399,399,39.900000000000006,0.5876933336257935,0.7557183504104614,8.238554000854492,10.04438591003418,0.8260690569877625,0,-1,0,0,0.0,2.0,399,2.5286011695861816,0,0.0,0,0.0,0,10.497055053710938,0,5
NGSIM,Transformer,137,11,567,567,56.7,0.6851609349250793,0.891449511051178,11.102055549621582,13.580927848815918,1.0328277349472046,0,-1,0,0,0.0,2.0,567,2.0490128993988037,0,0.0,0,0.0,0,8.033411979675293,2,7
NGSIM,Transformer,137,12,258,258,25.8,0.4198014736175537,0.5571081638336182,6.647014617919922,7.927521228790283,0.5087214708328247,0,-1,0,0,0.0,2.0,258,2.32576584815979,0,0.0,0,0.0,0,25.708072662353516,2,7
NGSIM,Transformer,137,13,526,526,52.6,0.46738433837890625,0.6049865484237671,1.9240798950195312,2.3146772384643555,0.5634872317314148,0,-1,1,410,0.779467680608365,2.0,526,1.3372293710708618,0,0.0,0,0.0,0,6.9577250480651855,0,5
NGSIM,Transformer,137,14,175,175,17.5,0.7160725593566895,0.872353732585907,2.1497349739074707,2.4489128589630127,0.45294633507728577,0,-1,0,0,0.0,2.0,175,2.220336437225342,0,0.0,0,0.0,0,18.20939064025879,1,6
